ts,ticker,tf,price,tech_signal,tech_score,final_signal,filter_status,event_type,event_weight,ai_summary,ai_skip_reason,macd_div,htf_trend,imoex_regime,candle_progress_pct,daily_atr_progress_pct
2026-07-08T15:01:16+00:00,ROSN,15m,324.15,🟩 LONG,100,⏸ ⚠️ 🟩 LONG CONFIRMED (IMOEX медвежий) (Закрывай позиции),CONFIRMED,нет событий,0,,no_facts,🔄 Бычья дивергенция MACD — разворот вверх,bull,bear,2.2,135.0
2026-07-08T15:01:16+00:00,SBER,15m,297.27,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,🔄 Бычья дивергенция MACD — разворот вверх,bear,neutral,45.6,112.4
2026-07-08T15:01:16+00:00,LKOH,15m,4497.0,🟩 LONG,100,⏸ 🟩 LONG CONFIRMED (Закрывай позиции),CONFIRMED,нет событий,0,,no_facts,,bull,neutral,11.5,133.0
2026-07-08T15:30:39+00:00,GMKN,15m,111.48,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,bear,neutral,3.8,226.5
2026-07-08T15:30:39+00:00,ROSN,15m,326.9,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,🔄 Бычья дивергенция MACD — разворот вверх,bull,neutral,7.0,135.1
2026-07-08T15:30:39+00:00,GAZP,15m,95.12,🟩 LONG,88,⏸ 🟩 LONG CONFIRMED (Закрывай позиции),CONFIRMED,нет событий,0,,no_facts,,neutral,neutral,0.0,93.6
2026-07-08T15:30:39+00:00,SBER,15m,298.99,🟩 LONG,88,⏸ 🟩 LONG CONFIRMED (Закрывай позиции),CONFIRMED,нет событий,0,,no_facts,🔄 Бычья дивергенция MACD — разворот вверх,neutral,neutral,2.7,112.4
2026-07-08T15:30:39+00:00,LKOH,15m,4502.0,🟩 LONG,100,⏸ 🟩 LONG CONFIRMED (Закрывай позиции),CONFIRMED,нет событий,0,,no_facts,,bull,neutral,20.5,133.0
2026-07-08T16:00:51+00:00,GAZP,15m,95.58,🟩 LONG,77,⏸ 🟩 LONG CONFIRMED (Аукцион открытия вечерней — не входим),CONFIRMED,нет событий,0,,no_facts,,neutral,neutral,94.9,102.1
2026-07-08T16:00:51+00:00,GMKN,15m,113.18,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,bear,neutral,94.4,226.5
2026-07-08T16:00:51+00:00,ROSN,15m,330.1,🟩 LONG,100,⏸ 🟩 LONG CONFIRMED (Аукцион открытия вечерней — не входим),CONFIRMED,нет событий,0,,no_facts,🔄 Бычья дивергенция MACD — разворот вверх,bull,neutral,85.7,146.1
2026-07-08T16:00:52+00:00,LKOH,15m,4502.0,🟩 LONG,100,⏸ 🟩 LONG CONFIRMED (Аукцион открытия вечерней — не входим),CONFIRMED,нет событий,0,,no_facts,,bull,neutral,100.0,133.0
2026-07-08T16:00:52+00:00,SBER,15m,298.63,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,🔄 Бычья дивергенция MACD — разворот вверх,neutral,neutral,87.9,112.4
2026-07-08T16:31:03+00:00,LKOH,15m,4496.0,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,bull,neutral,41.2,133.0
2026-07-08T16:31:04+00:00,SBER,15m,297.68,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,🔄 Бычья дивергенция MACD — разворот вверх,neutral,neutral,47.0,112.4
2026-07-08T16:31:14+00:00,ROSN,15m,326.1,🟩 LONG,100,🟩 LONG CONFIRMED,CONFIRMED,нет событий,0,,no_facts,🔄 Бычья дивергенция MACD — разворот вверх,bull,neutral,41.9,146.1
2026-07-08T16:31:15+00:00,GAZP,15m,95.05,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,neutral,neutral,32.6,102.1
2026-07-08T16:31:15+00:00,GMKN,15m,112.1,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,bear,neutral,0.0,226.5
2026-07-08T16:58:24+00:00,GMKN,15m,112.48,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,bear,neutral,23.5,226.5
2026-07-08T16:58:24+00:00,ROSN,15m,324.7,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,🔄 Бычья дивергенция MACD — разворот вверх,bull,neutral,66.0,146.1
2026-07-08T16:58:24+00:00,GAZP,15m,94.96,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,neutral,neutral,18.2,102.1
2026-07-08T16:58:24+00:00,LKOH,15m,4500.5,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,bull,neutral,37.5,133.0
2026-07-08T16:58:24+00:00,SBER,15m,297.84,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,🔄 Бычья дивергенция MACD — разворот вверх,neutral,neutral,27.3,112.4
2026-07-08T16:58:41+00:00,TATN,15m,488.7,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,bull,neutral,11.8,151.8
2026-07-08T16:58:41+00:00,CHMF,15m,555.4,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,🔄 Бычья дивергенция MACD — разворот вверх,bull,neutral,22.2,99.6
2026-07-08T16:58:41+00:00,MOEX,15m,161.82,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,neutral,neutral,10.0,104.9
2026-07-08T16:58:41+00:00,NVTK,15m,944.5,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,bull,neutral,28.0,125.4
2026-07-08T16:58:41+00:00,NLMK,15m,58.64,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,bull,neutral,22.2,128.4
2026-07-08T16:58:57+00:00,TATNP,15m,464.0,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,bull,neutral,33.3,139.4
2026-07-08T16:58:57+00:00,MGNT,15m,1882.0,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,bull,neutral,60.0,173.4
2026-07-08T16:58:58+00:00,SNGS,15m,16.06,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,bull,neutral,12.5,123.7
2026-07-08T16:58:58+00:00,AFLT,15m,38.71,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,🔄 Бычья дивергенция MACD — разворот вверх,neutral,neutral,30.8,80.4
2026-07-08T16:58:58+00:00,VTBR,15m,64.995,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,neutral,neutral,55.0,49.4
2026-07-08T16:59:13+00:00,TRNFP,15m,1204.4,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,neutral,neutral,0.0,76.7
2026-07-08T16:59:13+00:00,SNGSP,15m,37.44,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,neutral,neutral,57.1,79.1
2026-07-08T16:59:14+00:00,BANEP,15m,890.5,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,🔄 Бычья дивергенция MACD — разворот вверх,bull,neutral,60.0,104.7
2026-07-08T16:59:14+00:00,SBERP,15m,298.79,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,neutral,neutral,21.6,96.3
2026-07-08T16:59:14+00:00,BANE,15m,1071.0,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,bull,neutral,0.0,119.2
2026-07-08T16:59:29+00:00,BSPB,15m,248.57,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,neutral,neutral,0.0,73.3
2026-07-08T16:59:29+00:00,CBOM,15m,8.264,🟥 SHORT/ВЫХОД,99,🟥 ВЫХОД CONFIRMED,CONFIRMED,нет событий,0,,no_facts,🔄 Медвежья дивергенция MACD — разворот вниз,neutral,neutral,100.0,95.0
2026-07-08T16:59:30+00:00,MAGN,15m,16.56,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,neutral,neutral,27.3,87.3
2026-07-08T16:59:31+00:00,RUAL,15m,23.95,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,bear,neutral,75.8,187.6
2026-07-08T16:59:31+00:00,SVCB,15m,10.38,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,bear,neutral,83.3,95.2
2026-07-08T16:59:45+00:00,ALRS,15m,19.46,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,bear,neutral,20.0,108.5
2026-07-08T16:59:45+00:00,ENPG,15m,294.25,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,neutral,neutral,16.0,113.5
2026-07-08T16:59:47+00:00,MTLR,15m,35.8,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,bull,neutral,38.5,86.0
2026-07-08T16:59:47+00:00,RASP,15m,106.15,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,neutral,neutral,0.0,97.4
2026-07-08T16:59:47+00:00,PLZL,15m,1378.8,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,🔄 Медвежья дивергенция MACD — разворот вниз,bear,neutral,38.6,312.4
2026-07-08T17:00:01+00:00,VKCO,15m,174.5,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,bull,neutral,50.0,86.9
2026-07-08T17:00:01+00:00,MTLRP,15m,33.3,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,bull,neutral,50.0,55.6
2026-07-08T17:00:03+00:00,POSI,15m,844.0,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,🔄 Медвежья дивергенция MACD — разворот вниз,bull,neutral,0.0,141.2
2026-07-08T17:00:03+00:00,ASTR,15m,162.85,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,neutral,neutral,6.7,92.6
2026-07-08T17:00:03+00:00,HEAD,15m,2621.0,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,bull,neutral,60.0,178.0
2026-07-08T17:00:17+00:00,MTSS,15m,209.3,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,neutral,neutral,33.3,106.3
2026-07-08T17:00:17+00:00,CIAN,15m,511.4,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,bull,neutral,16.7,114.6
2026-07-08T17:00:19+00:00,RTKM,15m,42.18,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,neutral,neutral,100.0,120.9
2026-07-08T17:00:19+00:00,RTKMP,15m,43.2,🟩 LONG,100,🟩 LONG CONFIRMED,CONFIRMED,нет событий,0,,no_facts,,neutral,neutral,50.0,115.4
2026-07-08T17:00:20+00:00,OZON,15m,3284.0,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,bull,neutral,100.0,146.2
2026-07-08T17:00:33+00:00,MDMG,15m,1208.9,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,neutral,neutral,29.8,76.3
2026-07-08T17:00:33+00:00,LENT,15m,1753.5,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,neutral,neutral,25.0,118.6
2026-07-08T17:00:35+00:00,FEES,15m,0.04438,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,neutral,neutral,0.0,78.3
2026-07-08T17:00:36+00:00,IRAO,15m,2.4245,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,🔄 Бычья дивергенция MACD — разворот вверх,bull,neutral,71.4,73.5
2026-07-08T17:00:36+00:00,HYDR,15m,0.2964,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,neutral,neutral,66.7,69.6
2026-07-08T17:00:52+00:00,NVTK,15m,944.5,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,bull,neutral,28.0,125.4
2026-07-08T17:00:53+00:00,TATN,15m,488.7,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,bull,neutral,46.4,151.8
2026-07-08T17:00:53+00:00,CHMF,15m,555.4,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,🔄 Бычья дивергенция MACD — разворот вверх,bull,neutral,22.2,99.6
2026-07-08T17:00:53+00:00,NLMK,15m,58.64,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,bull,neutral,22.2,128.4
2026-07-08T17:00:53+00:00,MOEX,15m,161.82,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,neutral,neutral,18.2,104.9
2026-07-08T17:00:53+00:00,MGNT,15m,1882.0,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,bull,neutral,71.4,173.4
2026-07-08T17:00:54+00:00,VTBR,15m,64.995,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,neutral,neutral,59.1,49.4
2026-07-08T17:00:54+00:00,AFLT,15m,38.71,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,🔄 Бычья дивергенция MACD — разворот вверх,neutral,neutral,30.8,80.4
2026-07-08T17:00:54+00:00,TATNP,15m,464.0,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,bull,neutral,55.6,139.4
2026-07-08T17:00:54+00:00,SNGS,15m,16.06,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,bull,neutral,22.2,123.7
2026-07-08T17:01:09+00:00,SNGSP,15m,37.44,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,neutral,neutral,57.1,79.1
2026-07-08T17:01:09+00:00,TRNFP,15m,1204.4,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,neutral,neutral,0.0,76.7
2026-07-08T17:01:10+00:00,BANE,15m,1071.0,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,bull,neutral,0.0,119.2
2026-07-08T17:01:10+00:00,BANEP,15m,890.5,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,🔄 Бычья дивергенция MACD — разворот вверх,bull,neutral,60.0,104.7
2026-07-08T17:01:10+00:00,SBERP,15m,298.79,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,neutral,neutral,21.6,96.3
2026-07-08T17:01:25+00:00,BSPB,15m,248.57,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,neutral,neutral,0.0,73.3
2026-07-08T17:01:25+00:00,CBOM,15m,8.264,🟥 SHORT/ВЫХОД,99,🟥 ВЫХОД CONFIRMED,CONFIRMED,нет событий,0,,no_facts,🔄 Медвежья дивергенция MACD — разворот вниз,neutral,neutral,100.0,95.0
2026-07-08T17:01:26+00:00,RUAL,15m,23.95,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,bear,neutral,75.8,187.6
2026-07-08T17:01:26+00:00,SVCB,15m,10.38,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,bear,neutral,83.3,95.2
2026-07-08T17:01:26+00:00,MAGN,15m,16.56,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,neutral,neutral,27.3,87.3
2026-07-08T17:01:41+00:00,ALRS,15m,19.46,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,bear,neutral,20.0,108.5
2026-07-08T17:01:41+00:00,ENPG,15m,294.25,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,neutral,neutral,16.0,113.5
2026-07-08T17:01:42+00:00,MTLR,15m,35.8,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,bull,neutral,38.5,86.0
2026-07-08T17:01:42+00:00,RASP,15m,106.15,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,neutral,neutral,0.0,97.4
2026-07-08T17:01:42+00:00,PLZL,15m,1378.8,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,🔄 Медвежья дивергенция MACD — разворот вниз,bear,neutral,38.6,312.4
2026-07-08T17:01:57+00:00,MTLRP,15m,33.3,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,bull,neutral,50.0,55.6
2026-07-08T17:01:57+00:00,VKCO,15m,174.5,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,bull,neutral,50.0,86.9
2026-07-08T17:01:58+00:00,HEAD,15m,2621.0,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,bull,neutral,60.0,178.0
2026-07-08T17:01:58+00:00,POSI,15m,844.0,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,🔄 Медвежья дивергенция MACD — разворот вниз,bull,neutral,0.0,141.2
2026-07-08T17:01:58+00:00,ASTR,15m,162.85,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,neutral,neutral,6.7,92.6
2026-07-08T17:02:13+00:00,CIAN,15m,511.4,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,bull,neutral,16.7,114.6
2026-07-08T17:02:13+00:00,MTSS,15m,209.3,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,neutral,neutral,33.3,106.3
2026-07-08T17:02:14+00:00,OZON,15m,3284.0,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,bull,neutral,100.0,146.2
2026-07-08T17:02:14+00:00,RTKMP,15m,43.2,🟩 LONG,100,🟩 LONG CONFIRMED,CONFIRMED,нет событий,0,,no_facts,,neutral,neutral,50.0,115.4
2026-07-08T17:02:14+00:00,RTKM,15m,42.18,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,neutral,neutral,100.0,120.9
2026-07-08T17:02:29+00:00,LENT,15m,1753.5,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,neutral,neutral,25.0,118.6
2026-07-08T17:02:29+00:00,MDMG,15m,1208.9,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,neutral,neutral,29.8,76.3
2026-07-08T17:02:30+00:00,HYDR,15m,0.2964,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,neutral,neutral,66.7,69.6
2026-07-08T17:02:30+00:00,IRAO,15m,2.4245,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,🔄 Бычья дивергенция MACD — разворот вверх,bull,neutral,71.4,73.5
2026-07-08T17:02:30+00:00,FEES,15m,0.04438,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,neutral,neutral,0.0,78.3
2026-07-08T17:02:45+00:00,MSNG,15m,1.779,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,🔄 Бычья дивергенция MACD — разворот вверх,neutral,neutral,0.0,81.0
2026-07-08T17:02:45+00:00,OGKB,15m,0.1893,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,neutral,neutral,0.0,100.3
2026-07-08T17:02:46+00:00,TGKA,15m,0.004266,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,bull,neutral,100.0,82.5
2026-07-08T17:02:46+00:00,FLOT,15m,73.01,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,neutral,neutral,0.0,91.3
2026-07-08T17:02:47+00:00,PIKK,15m,569.8,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,bull,neutral,0.0,83.5
2026-07-08T17:03:01+00:00,SMLT,15m,298.0,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,bear,neutral,0.0,100.0
2026-07-08T17:03:01+00:00,LSRG,15m,578.8,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,🔄 Медвежья дивергенция MACD — разворот вниз,neutral,neutral,0.0,46.9
2026-07-08T17:03:02+00:00,ETLN,15m,22.08,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,neutral,neutral,0.0,110.0
2026-07-08T17:03:02+00:00,PHOR,15m,4950.0,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,neutral,neutral,0.0,115.5
2026-07-08T17:03:03+00:00,KAZT,15m,276.8,🟩 LONG,100,🟩 LONG CONFIRMED,CONFIRMED,нет событий,0,,no_facts,,bull,neutral,0.0,173.2
2026-07-08T17:03:17+00:00,NKNC,15m,47.45,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,🔄 Бычья дивергенция MACD — разворот вверх,bear,neutral,0.0,118.2
2026-07-08T17:03:17+00:00,SGZH,15m,0.561,🟩 LONG,75,🟩 LONG CONFIRMED,CONFIRMED,нет событий,0,,no_facts,🔄 Медвежья дивергенция MACD — разворот вниз,neutral,neutral,100.0,105.5
2026-07-08T17:03:18+00:00,UWGN,15m,15.98,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,neutral,neutral,0.0,83.7
2026-07-08T17:03:18+00:00,GCHE,15m,3013.0,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,neutral,neutral,92.3,58.7
2026-07-08T17:03:19+00:00,SFIN,15m,480.2,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,bear,neutral,0.0,101.0
2026-07-08T17:03:33+00:00,MFGS,15m,285.0,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,bull,bear,50.0,108.0
2026-07-08T17:30:50+00:00,SBER,15m,298.2,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,neutral,neutral,91.1,113.6
